id,artist_name,lyrics,track_name,genre,release_date
13777,Third Day,God  I m running for Your heart I m running for Your heart Till I am a soul on fire Lord  I m longing for Your ways I m waiting for the day When I am a soul on fire Till I am a soul on fire God  I m running for Your heart I m running for Your heart Till I am a soul on fire Lord  I m longing for Your ways I m waiting for the day When I am a soul on fire Till I am a soul on fire Lord  restore the joy I had I have wandered  bring me back In this darkness  lead me through Until all I see is You God  I m running for Your heart I m running for Your heart Till I am a soul on fire Lord  I m longing for Your ways I m waiting for the day When I am a soul on fire Till I am a soul on fire Lord  let me burn for You again Let me return to You again And Lord  let me burn for You again And let me return to You again God  I m running for Your heart I m running for Your heart Till I am a soul on fire Lord  I m longing for Your ways I m waiting for the day When I am a soul on fire God  I m running for Your heart  I m running I m running for Your heart  I wanna be  I wanna be Till I am a soul on fire I wanna be Till I am a soul on fire Till I am a soul on fire,Soul on Fire,metal,1991
56595,Cocteau Twins,I don t have to be specific when I wanna hug you You had a natural right to be born to become Yes having my small niece heaven must at least  becomes  so  acceptable to me I d feel angry had I lost you and can t imagine where you might be Where do baby leaves go when they die Oh  why I do not mourn God is a feeling of loving yourself You re precious to me  you know that Stretch in your arms Wrap  em  round tight Loving myself With all my might Where do baby leaves go when they die Oh  why I do not mourn God is a feeling of loving yourself You re precious to me  you know that Take a look inside you ll see See how I m doing A message  something says to me Tells me I m right So you want a potion to send me away Daddy  my love  cannot get in today,Essence,metal,1999
121459,Ryanhood,I ve been thinking for way too long About how many times I ve thought through all this before Been pacing circles on the floor Inside of a suitcase  eating on a map Oh  I wake up I don t know where I am And I need to touch  but I can t promise you that much Cause what once was hot  by two gets colder And three  I m looking over my shoulder Wondering  what will I miss If I commit to this  and choose to stay Oh  you know that I would You know that I would If I could stay Oh  you know that I would You know that I would I ve been thinking that it can t be wrong Just to see where it leads  it might even be fun But hey  what happens when I m gone So then again  I think I should forget the whole thing Cause waiting on a letter or the phone to ring Just slowly breaks you As you wait for words you think will make you stay Oh  you know that I would You know that I would If I could stay Oh  you know that I would You know that I would So it seems I can do nothing for you baby Like this I can do nothing for you baby Oh  I know that I should hold on tight And not let that girl out of my sight If it s worth the wait If it s not too late Then it s not okay To let her get away Ah  but you know that I would You know that I would If I could stay Oh  you know that I would You know that I would Oh  I know that I should hold on tight And not let that girl out of my sight But I just keep playing the same old tapes If I knew the way to change You know that I would,Stay (You Know That I Would),metal,2006
118729,Soulfly,Zumbi e o senhor das guerras  Zumbi e o senhor das demandas  Quando zumbi chega  E zumbi quem manda  crenca popular   Your tribe  our tribe  Your life  our life  Your tribe  our tribe  Your life  our life  Your tribe  our tribe  Your life  our life  Your god  our god  Your tribe  our tribe  Tribe  Your tribe  our tribe  Your god  our god  Your tribe  our tribe  Your tribe  my tribe  Hear the drums  they come from the sea  Bring the tribal spirit on me  Cause my pride and my roots I believe  No  this tribe you can t take it from me Apalai apiaca arara botocudo  Goitaka guarany yamamadi ypixuna  Maori aboriginal zulu banshee  Mohican masai hopi panga  Omai asaro xingu buli  Guaikuru tukano tupinamba karo  Kaiapo,Tribe,metal,1993
138602,Frank Sinatra,When no one cares And the phone never rings The nights are endless things You re like a child that cries And no one heeds the crying You re like a falling star that dies And seems to go on dying When no one cares You just count souvenirs And they glisten with your tears You can t believe a love like hers Could come from someone new When no one cares   but you,When No One Cares,metal,1992
48058,Michelle Williams,verse  I was looking for love in all the wrong places And never found a cure I was hoping that it could be sent from heaven A love so sweet and pure In all of my years I ve seen many faces that Dwindled by the way In all of my fears it left me lonely with tears Here to stay chorus I learned the way of love I learned to pray for love If you see it in a lifetime Learn to stay in love verse  I had fallen so deep in the depths of passion My heart about to drown Fulfilling my need to have a companion but no One was around In all of my guilt I feel redemption it wasn t All my fault The home that I built was real inside me but Love was never caught chorus bridge If you feel like you ll never be one of them Who discovers a love for eternity Continue to be patient and keep you heart Safe from those who might tear it all apart And learn the way of love chorus,The Way of Love,metal,1999
84781,Sam Cooke,Be nice to her Whenever you can And as you cross the street Always hold her hand You ll find out Tenderness goes a long  long way So smile at her When she does something wrong Be there to pick her up And make her strong You ll find out Tenderness goes a long  long way Mmm  if you ll be kind Sometimes she ll be blind To the wrong things you might do If you treat her good Oh the way that you should She ll see the goodness in you So be sweet to her And gentle too And you ll find out What tenderness can do You ll find out  you ll find out  you ll find out Tenderness goes a long  long way Be sweet to her And gentle too You ll find out What  oh  what that tenderness can do You ll find out  you ll find out  you ll find out Tenderness goes a long  long way,Tenderness,metal,2013
21086,Trick Daddy,Chorus Sittin  high  still ridin  dem big whips Still fly  still grindin  getting big checks Still thuggin  still leanin  to the back  you can bet that You can bet that I ride  I shine  nigga  you can bet that I smoke  I drank  boy  you can bet that Twenty twos  twenty fours all we roll I m a dope rider fa  sho Trick Daddy Everyday me and my dog   we wylin Seven tre  seven five dope ridin And we ain t trippin  on nothin  just vibin Big nine with me  cause a fuckin  nigga tried me They already know how I let him go Kill his ass and make sho  at his funeral How the hell a O B  gon  try me I m O G  on and off TV  see Middle fingers in the air  tell  em fuck y all Tryin  to hate on my dawgs  hell  fuck  nah Why you hatin  on a nigga like that Why you tryin  to stab a nigga in his back I know some niggaz don t like this But them niggaz is the reason I m like this Fuck  niggaz done made me mad I m  bout to snap  n  put this K on his ass Chorus Chamillionaire Hey I pull up Bentleys  lookin  like they not annoyed Trunk popped up  lookin  like a Tonka Toy If you don t like it  you know can get that Almond Joy  What Deez nuts  nigga  wuddup  Trick  I got ya boy I m clickin  over  lemme tell her I got another call Ridin  wit  my trunk popped up like I m  Above the Law Tires wet and  nigga  they still drippin  Armor All Tell me you gon  fall  and I ain t got to use the arm at all Bet Daddy finna trick  em  finna flip the paper Chamillinator  me and Trick   we finna shred a hater Tip the dinner waiter  trick  em like we finna date her Get off ya sleeves  let  em breathe like a ventilator Hey  what can I say me and the king Of M I A Finna   hey  finna touch ya niggaz and ya finna pay Stay wit  it  hey  you  we ain t finna play Snatch ya off the wheels  and you can watch ya rims spin away Chorus Trick Daddy and Goldrush In the club wit  my dogs   we wylin Two straight coup grey dome ridin Look at cha boy  got so many hoes Look in his mouf  he got so many gold I m sippin  and I m goin Whole click  that s how we rollin Stay fly  stay right if ya didn t know And that s everywhere that we go All I wanna do is Drive my Chevy through years And let  em sweat the candy paint Ain t it right  Ain t it tight  Ain t it nice  Yes Niggaz like   Who painted that Candy apple green  lookin  mean anywhere Tweety seat with the digital dash And a swat just right in the ass They wanna know what I got in here I got shit when it hit  betta run  em up outta here They ain t never heard nothin  like that And they ain t even turned the bass up yet I love aggressive music I smoke  I listen to it I drank so much  sometimes I think I need to quit  but I can t do it Chorus,Bet That,metal,2014
74741,Lifehouse,All night staring at the ceiling counting for minutes I ve been feeling this way So far away and so alone But you know it s alright I came to my senses Letting go of my defenses There s no way I m giving up this time Yeah  you know I m right here I m not losing you this time And I m all in  nothing left to hide I m falling harder than a landslide I spend a week away from you last night And now I m calling  calling out your name Even if I lose the game  I m all in I m all in tonight  yeah I m all in  I m all in for life There s no taking back what we ve got Too strong  we ve had each other s back for too long There s no breaking up this time And you know it s okay  I came to my senses Letting go of my defenses There s no way I m giving up this time And I m all in  nothing left to hide I m falling harder than a landslide I spend a week away from you last night And now I m calling  calling out your name Even if I lose the game  I m all in I m all in tonight  yeah I m all in  I m all in for life I want it  I want it  I want it I want it  I want it  I want it  yeah I want it  I want it  I want it  yeah And I m all in  calling out your name Even if I lose the game  I m all in  I m all in for life And I m all in  nothing left to hide I m falling harder than a landslide I spend a week away from you last night And now I m calling  calling out your name Even if I lose the game  I m all in I m all in tonight  yeah I m all in  I m all in for life Yeah I m all in  I m all in for life,All In,metal,2011
10951,Doris Day,Gonna take a sentimental journey Gonna set my heart at ease Gonna make a sentimental journey To renew old memories Got my bag  got my reservation Spent each dime I could afford Like a child in wild anticipation Long to hear that all aboard Seven  that s the time we leave  at seven I ll be waitin  up at heaven Countin  every mile of railroad track That takes me back Never thought my heart could be so yearny Why did I decide to roam Gotta take that sentimental journey Sentimental journey home Sentimental journey,Sentimental Journey,metal,2009
151438,Los Lobos,Zandu cracked the tile With a pointed file Could be heard for miles Diamond cut the glass Like a blade of grass Nothing made to last In the halls of Lu In the new Zandu In the halls of Lu In the new Zandu In the halls of Lu In the new Zandu In the halls of Lu In the new Zandu In the halls of Lu In the new Zandu,New Zandu [#],metal,1993
15190,Red Nichols,Don t worry I m not looking at you Gorgeous and dressed in blue Don t worry I m not looking at you Gorgeous and dressed in blue I know it drives you crazy When I pretend you don t exist When I d like to lean in close And run my hands against your lips Though we haven t even spoken Still I sense there s a rapport So whisper me your number I ll call you up at home Whisper me your number I ll call you up at home Don t worry I m not looking at you  Don t worry I m not looking at you Gorgeous and dressed in blue Don t worry I m not looking at you I know you see me see you As you see me walk on past When there s nothing more I d like to do Then come in close and hear you laugh Though we haven t even spoken Still I sense there s a rapport So whisper me your number I ll call you up at home Yea whisper me your number I ll call you up at home Whisper me your number I ll call you up at home Hmm whisper me your number I ll call you up at home,Whispering,metal,1991
136670,Extra Prolific,Bounce if you wanna bounce  ball if you wanna ball Play if you wanna play  floss if you wanna floss It s alright  you heard  it s alright  holla back Get ill if you wanna ill  smoke if you wanna smoke Kill if you wanna kill  loc if you wanna loc It s alright  you heard  it s alright  yeah yeah I need a ho in my life to blow on my dice So we can make our points twice and skate out a town I need that glow in my ice  e class Ladies screamin jigga you know we ease that  flowin out like jees ass Jay z and me holdin the mic So when you like you find mc s so impolite And me I m so into nice  got cats on the corner like Don t me and jigga be flowin alike   Nah  not in your life ain t nobody copin like Mr  jay z  shit you re crazy I m hot like the six maybe  deep dish with the great seats I flow greater than you re navigator I drop in you re town  block you re data Pimps all comin through with a hot pair of gators And a crew with rocks the size of craters Can t touch like hot potatoes  ya heard Bounce if you wanna bounce  ball if you wanna ball Play if you wanna play  floss if you wanna floss It s alright  you heard  it s alright  holla back Get ill if you wanna ill  smoke if you wanna smoke Kill if you wanna kill  loc if you wanna loc It s alright  you heard  it s alright  holla back In the middle of a war rockin a vest Who s the illest shorty alive  I confess I take nine to the chest and I swear to the heaven sky s  I bless The mics until the day I rest  till they can feel what I feel I ma try my best  and if you real like I real You can provide the rest Anything left out  you can blame it on the brain  not the heart I m playing my part  stretched out  just about the best out Any nigga realer than me  is in a mess hall with their chest out Any rapper with less clout  sell more records than me We extort them as soon as they record  em   bleek My name is clear  back when a shorty used to braid my hair On the project stairs  once I drop to a ceaser ma I don t need ya From the block to the hot two seaters  Bounce if you wanna bounce  ball if you wanna ball Play if you wanna play  floss if you wanna floss It s alright  you heard  it s alright  holla back Get ill if you wanna ill  smoke if you wanna smoke Kill if you wanna kill  loc if you wanna loc It s alright  you heard  it s alright    check On the two jew el s I blew more money than latrell  who else They don t know you  think they know you too well  you jell Like flubber I hover above the city in a private jet  the livest set Press you re brakes  feds wanna investigate  mr  I don t cop nothin Less than eight  and anything involved with my name Regardless of the fame It s hard  I can t even walk through harlem again Charge it to the game  I m platinum like american express My boy died  and all I did was inherit his stress To make every jam tougher  you ain t my man fuck ya I suggest let you live right   negative  I swear It s dough or die  I hope your soul provides you with an afterlife Close you re casket tight Take you re last two deep breaths and pass the mic  To jay z nigga  that s right Bounce if you wanna bounce  ball if you wanna ball Play if you wanna play  floss if you wanna floss It s alright  you heard  it s alright  holla back Get ill if you wanna ill  smoke if you wanna smoke Kill if you wanna kill  loc if you wanna loc It s alright  you heard  it s alright,It's Alright,metal,1998
148959,Loretta Lynn,Well I look out the window and what do I see The breeze is a blowin  the leaves from the trees everything is free everything but me I m gonna take this chain from around my finger And throw it just as far as I can slinger cause I want to be free When my baby left me everything died But a little bluebird was singin  just outside singin  twidle de dee fly away with me Well you know I think I m a gonna live gotta lotta love left in me to give So I want to be free I released my heart my soul and my mind and I m a feelin  fine I broke the chains the ring of gold before it broke my mind Well look who s cryin  and it ain t me but I can t hardly hear and I can t have see Oh I want to be free I released my heart my soul Do I want to be free yeah I want to be free free,I Wanna Be Free,metal,1997
22622,Kate Smith,Long  long ago  someone I know  Had a little red canoe   In it room for only two   Love found its start  then in my heart  And like a flower grew   Drifting with the current down a moonlit stream  While above the heavens in their glory gleam  And the stars on high  twinkle in the sky  Seeming in a paradise of love divine  Dreaming of a pair of eyes that looked in mine  Beautiful Ohio  in dreams again I see  Visions of what used to be,Beautiful Ohio,metal,2013
91594,Justin Townes Earle,Worried  worried  bout the weather Whether you ll love me  baby Whether you ll love me Now the wind is picking up Pressures comin  on  now I seek shelter through a  through a burstin  storm Just two fools out in the rain Just happy to be together now Just two strangers at the bus stop Talkin  bout the weather Worried  worried  bout the weather Whether you ll love me Whether you ll love me  baby It don t take a twister to break a home No it don t take a night to feel like you in the dark and on your own Now the range is starry but the river s bound to rise There you stand on your side  baby There I stand on mine baby Forecast ahead well it just don t look bright Scattered thunderstorm  winds from the west Make a day feel like one long night Now there s no use waiting For the weather will be changed tonight Or it might change tomorrow It might never  never be the same Worried  worried  bout the weather Whether you ll love me baby Whether you ll love me No I say Worried  worried  bout the weather Whether you ll love me baby Whether you ll love me,Worried Bout the Weather,metal,2011
154973,The Pietasters,I don t need to tell the truth But I never lie I don t need to bow to you You re just passing by I never wanted to be the one you bitch and moan and come home to But as long as you look good  I ll talk back to you Get inside my troubled mind With all of your threats Sometimes I think I was blind Not before we met I never wanted to be the one that you depend on for your life When you cry it smells like soup Sometimes shown at night  never be the way Chorus Stay out all night  I ve got a right each time I Stay out all night  know I just might you make me Stay out all night  it s just the side of you tonight that makes me Stay out all night  I m gonna stay out all night You re an evil little girl I m a twisted man Tear into your perfect world Make you understand I never wanted to be the one you bitch and moan and come home to But as long as you look good I ll talk back to you and you have things to do Chorus I will never treat you bad You deserve the best from me If you want to keep you place You d better get down on you knees Chorus,Out All Night,metal,2002
11376,Michael Peterson,Jenny s got a nose ring and tattoo on her skin All her friends are doin  it  And she wants to fit in It s not about rebellion  She just has a need To feel like she belongs Her mama takes one look at her  And flies into a rage says   When you gonna grow up child  And learn to act your age But when a young girl s cry for attention Lies beyond her mama s comprehension  it s just Human beings being human Not sure what they re doing Trying to do the best they can Just human beings being human Every woman  child  and man Harry s turning   his hair is turning gray Now he s acting like he s longing  For his glory days He buys a Harley  dyes his hair   He s lifting weights and wearing new cologne His wife of   years is worried  Where it s gonna lead Will he turn to someone else  To fill his every need Lately she s afraid  He s gonna leave her But he s just doing all  He can to keep her  it s just Human beings being human Not sure what they re doing Trying to do the best they can Just human beings being human Every woman child and man Sometimes we doubt sometimes we fear Often wonder why we re here Where do we fit in the plan We re all bound to make mistakes And when we do It helps to understand it s just Human beings  being human Not sure what they re doing Trying to do the best they can Just human beings being human Every woman  child  and man Human beings being human Not sure what they re doing Trying to do the best they can Just human beings being human Every woman  child  and man,Being Human,metal,2010
104997,Spoon,Carolina s cheap Oh she kneels down  down Goes around  on a coffin  all night But to me Well she s nowhere now She ll be nowhere tomorrow when you smashed all the  smashed all the Cvantez  Cvantez  Cvantez Cvantez  Cvantez  Cvantez She s not down with the revolution She s not hip and part of the nation Cvantez  Cvantez  Cvantez Cvantez  Cvantez  Cvantez She s not down with the revolution She s not hip and part of the nation,Cvantez,metal,1997
84263,Tina Turner,I need you here beside me to chase the night away  I need your love to guide me safe through another day  I lie and watch the lights go down  Say goodnight to another town  And though it hurts to be alone  I have my thoughts of you to keep me warm  In the afterglow of your love  Dreamings all I m guilty of  Everyday I m playing tough  But read my mind  If you could see me now  Just living my life in a limbo  If you could see me now  The me that only you would know  Still burning in the afterglow  When the beat of the drum has faded  The show comes to an and  The stage is clear and loaded  And the highway calls again  I stand and watch the lights go down  In the afterglow of your love  Dreamings all I m guilty of  Everyday I m playing tough  But read my mind  If you could see me now  Just living my life in a limbo  If you could see me now  The me that only you would know  Still burning in the afterglow  Stay with me right to the end  Till I can hold you again,Afterglow,metal,1991
142505,Dee Dee Bridgewater,Oh  the shark has pretty teeth  dear And he shows them  pearly white Just a jackknife has MacHeath  dear And he keeps it out of sight When the shark bites with his teeth  dear Scarlet billows start to spread Fancy gloves though wears MacHeath  dear So there s not a trace  mmm of red On the sidewalk  Sunday mornin  baby Lies a body  oozin  life Someone sneakin  around the corner Is the someone  Mack the Knife From a tugboat  by the river A cement bag s drooppin  down Yeah  the cement s just for the weight  dear Bet you Mack  he s back in town Looky here Louie Miller  disappeared  dear After drawing out his cash And MacHeath spends like a sailor Did our boy do somethin  rash Sukey Tawdry  Jenny Diver Lotte Lenya  Sweet Lucy Brown Oh  the line forms on the right  dears Now that Mack  he s back in town Take it  Satch,Mack the Knife,metal,1996
17360,Donell Jones,There s nothing I won t do just to please you Cause for you I would out of my way I d walk a million miles just to see you Cause I m willing to go that far no matter where you are Chorus No matter how far you are Whatever it takes to see you Cause it s all about you Through the storm Through the rain Whatever it takes to see you Cause it s all about you There s nothing in this world I can t give you Cause you found this special place in my heart I d swim a thousand seas just to be with you Cause I m willing to go that far no matter where you are Chorus Through the storm  through the rain Giving you everything  It s all about you Whatever it takes giving you everything It s all about you Cause it just don t matter Whatever it takes It just don t matter Cause it s all about you Chorus,All About You,metal,2014
16678,Mens en Van Tongeren,Somewhere there s music How faint the tune Somewhere there s heaven How high the moon There is no moon above When love is far away too Till it comes true That you love me as I love you Somewhere there s music How near  how far Somewhere there s heaven It s where you are The darkest night would shine If you would come to me soon Until you will  how still my heart How high the moon Somewhere there s music How faint the tune Somewhere there s heaven How high the moon The darkest night would shine If you would come to me soon Until you will  how still my heart How high the moon,How High the Moon,metal,1993
40299,Shinedown,I got a candle And I ve got a spoon I live in a hallway with no doors and no rooms And under a window sill They all were found A touch of concrete within the doorway Without a sound Someone save me if you will And take away all these pills And please just save me  if you can From my blasphemy in my wasteland How did I get here And what went wrong Couldn t handle forgiveness Now I m far beyond gone And I can hardly remember The look of my own eyes How could I love this My life so dishonest It made me compromise Someone save me if you will And take away all these pills And please just save me  if you can From my blasphemy in my wasteland Jump in the water Jump in with me Jump on the altar Lay down with me My hardest question To answer is why Why Someone save me if you will And take away all these pills And please just save me  if you can From my blasphemy in my wasteland Someone save me  Repeat  x Somebody save me  Repeat  x Please don t erase me,Save Me,metal,2011
129923,Prefuse 73,Thinking clearly never came As easy as it did for you Driving this route out of town I wish you were still around And in the dead of night I always wondered whether you were true Someone better than myself An offer you just can t turn down A morning fight And a wasted night You crept back to your room Run along back to your new man Limassol  hold on I couldn t trap you We re gonna head for new horizons Limassol When its all good keep things close at hand I could never bear to hear you Struggling against the tide Promises I couldn t keep I couldn t admit I was in too deep Saw the lights on in your window Even though they d said you d gone The darker nights have come again Quicker than the year before A morning fight A wasted night You slipped back to your room You better run away back to your new man Limassol  hold on I could never catch you We re gonna head for new horizons Limassol When its all good keep things close at hand When its all good you ve gotta keep things close at hand,Pagina Tres,metal,1992
36253,Defiance,Thousands of the unknown who have died  Millions of the widows still wonder why  The children they ve left behind  Their minds now shot to waste  Innocent victim s now a widow  Mixed emotions  The child s depression  What is the answer    To the questions  The widow wants to know why  Day to day never knowing why  Not knowing who s to blame  In search of reason  Don t know what to say  Don t know who s to blame  Mixed emotions within  The shattered widow s mind  Left with scars forever  Mixed emotions  The child s depression  What is the answer    To the questions  The widow wants to know why  Confession in the darkness of life  Thousands of the unknown who have died  Millions of the widows  Mixed emotions  The child s depression  What is the answer    To the questions  To the questions,Questions,metal,2000
7927,Ray Anthony,We were more than lovers We were more than sweethearts It s so hard to understand Don t know why it happened Don t know how it started Why should we be strangers After all we planned I can t show my face Can t go anyplace People stop an  stare It s so hard to bear Everybody knows you left me It s the talk of the town Every time we meet My heart skips a beat We don t stop to speak Though it s just a week Everybody knows you left me It s the talk of the town   We send out invitations To friends and relations Announcing our weddin  day Friends and our relations Gave congratulations How can you face them What can you say   Let s make up sweetheart We can t stay apart Don t let foolish pride Keep you from my side How can love like ours be ended It s the talk of the town How can you face them What can you say   Let s make up sweetheart We can t stay apart Don t let foolish pride Keep you from my side How can love like ours be ended It s the talk of the town  hm   It s the talk of the town,It's the Talk of the Town,metal,2002
